filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
Bhujangasana/0-0.png,793.0,65.0,0.74705434,779.0,53.0,0.9317834,780.0,54.0,0.9130784,738.0,69.0,0.80593705,735.0,72.0,0.7096034,697.0,138.0,0.7399205,699.0,154.0,0.7947338,623.0,252.0,0.44745043,608.0,279.0,0.79373825,734.0,292.0,0.8538822,729.0,340.0,0.93881786,550.0,258.0,0.6764206,549.0,287.0,0.8625338,342.0,271.0,0.82581806,331.0,297.0,0.58343637,268.0,270.0,0.311394,267.0,280.0,0.17275628,0,Bhujangasana
Bhujangasana/1-0.png,223.0,2.0,0.7373024,244.0,11.0,0.83538437,241.0,8.0,0.8008347,247.0,53.0,0.803009,242.0,46.0,0.8468301,238.0,116.0,0.7781824,165.0,91.0,0.92195714,250.0,239.0,0.8746088,151.0,195.0,0.9377413,175.0,311.0,0.8667794,93.0,264.0,0.8811323,310.0,241.0,0.7742179,280.0,231.0,0.54177946,458.0,259.0,0.757745,444.0,249.0,0.7692969,560.0,248.0,0.48468363,554.0,243.0,0.5146955,0,Bhujangasana
Bhujangasana/10-0.png,469.0,2.0,0.69540334,454.0,5.0,0.6528759,453.0,6.0,0.6927811,448.0,40.0,0.76547164,449.0,44.0,0.74346805,470.0,89.0,0.8581934,490.0,93.0,0.76803726,468.0,198.0,0.6882124,492.0,205.0,0.89541537,497.0,281.0,0.68741214,514.0,294.0,0.9431301,398.0,241.0,0.80300105,406.0,248.0,0.7083245,236.0,270.0,0.73954356,234.0,280.0,0.76286364,114.0,270.0,0.7081691,110.0,274.0,0.34455568,0,Bhujangasana
Bhujangasana/14-0.png,477.0,34.0,0.6462019,464.0,28.0,0.6569617,464.0,28.0,0.5879438,439.0,45.0,0.89897656,439.0,47.0,0.90088403,432.0,94.0,0.6730771,429.0,93.0,0.9436461,413.0,184.0,0.6275034,410.0,186.0,0.92149603,476.0,232.0,0.60303676,479.0,237.0,0.82679975,360.0,215.0,0.7999476,356.0,207.0,0.85862195,231.0,226.0,0.79611385,229.0,226.0,0.70536923,138.0,225.0,0.38237637,135.0,228.0,0.3045327,0,Bhujangasana
Bhujangasana/15-0.png,332.0,0.0,0.6046564,324.0,7.0,0.71022797,324.0,6.0,0.72423506,335.0,32.0,0.7841958,337.0,33.0,0.8574542,361.0,61.0,0.92334026,358.0,66.0,0.74543965,359.0,151.0,0.6825135,357.0,161.0,0.9214777,406.0,195.0,0.75608146,411.0,216.0,0.85860217,297.0,171.0,0.8361917,297.0,182.0,0.7844167,181.0,182.0,0.64783275,176.0,190.0,0.80077094,81.0,177.0,0.6856903,78.0,182.0,0.36929557,0,Bhujangasana
Bhujangasana/16-0.png,399.0,22.0,0.66704667,388.0,19.0,0.6923378,378.0,24.0,0.8430254,378.0,42.0,0.6483355,361.0,59.0,0.83350915,421.0,99.0,0.6961814,340.0,99.0,0.7313944,405.0,176.0,0.72623587,289.0,187.0,0.827183,438.0,231.0,0.9428849,349.0,251.0,0.8722306,304.0,187.0,0.7339648,271.0,192.0,0.7368686,222.0,179.0,0.77812994,146.0,202.0,0.7021367,152.0,146.0,0.69193316,38.0,169.0,0.79220575,0,Bhujangasana
Bhujangasana/17-0.png,60.0,16.0,0.6414677,67.0,14.0,0.75486916,52.0,16.0,0.78149015,78.0,31.0,0.6766926,43.0,35.0,0.57733285,98.0,76.0,0.8300189,23.0,74.0,0.9034365,104.0,142.0,0.8469019,14.0,146.0,0.8578063,116.0,209.0,0.8201622,7.0,206.0,0.6201285,82.0,183.0,0.80793315,32.0,181.0,0.60840267,79.0,207.0,0.6964592,10.0,206.0,0.5923375,62.0,187.0,0.17251168,14.0,184.0,0.23602673,0,Bhujangasana
Bhujangasana/18-0.png,360.0,46.0,0.7375951,359.0,35.0,0.773613,342.0,36.0,0.83008486,343.0,45.0,0.49897388,309.0,55.0,0.80913097,335.0,87.0,0.5617783,270.0,92.0,0.74466634,273.0,119.0,0.3302105,203.0,123.0,0.84603167,295.0,170.0,0.8895702,227.0,194.0,0.8964832,211.0,143.0,0.51597345,183.0,143.0,0.80412173,135.0,140.0,0.63341415,99.0,152.0,0.70922107,68.0,129.0,0.79917264,26.0,144.0,0.74357855,0,Bhujangasana
Bhujangasana/19-0.png,48.0,38.0,0.8417073,57.0,30.0,0.7614157,56.0,30.0,0.80641323,81.0,38.0,0.94980145,80.0,38.0,0.8592565,87.0,94.0,0.7697459,87.0,88.0,0.82326365,84.0,180.0,0.8716866,82.0,163.0,0.7798214,35.0,229.0,0.8815787,51.0,191.0,0.81570864,142.0,183.0,0.86794436,141.0,168.0,0.6716777,252.0,198.0,0.82045746,241.0,179.0,0.8827793,304.0,182.0,0.40109682,298.0,173.0,0.8570133,0,Bhujangasana
Bhujangasana/21-0.png,35.0,53.0,0.8217171,43.0,42.0,0.7066889,43.0,41.0,0.7381897,72.0,52.0,0.92313176,73.0,51.0,0.8575348,85.0,116.0,0.78707063,107.0,107.0,0.7469537,130.0,220.0,0.7936983,149.0,199.0,0.707291,76.0,302.0,0.91919047,108.0,253.0,0.7778195,183.0,250.0,0.8555789,189.0,232.0,0.83763593,330.0,263.0,0.8214174,325.0,249.0,0.84842676,437.0,262.0,0.1396827,435.0,261.0,0.34889376,0,Bhujangasana
Bhujangasana/22-0.png,23.0,70.0,0.80872387,28.0,59.0,0.6356567,29.0,58.0,0.52101547,59.0,64.0,0.8267363,61.0,61.0,0.7306614,95.0,102.0,0.6903719,115.0,80.0,0.74963224,170.0,142.0,0.52131444,190.0,105.0,0.74938506,112.0,193.0,0.70979816,150.0,153.0,0.3134953,242.0,153.0,0.47878888,241.0,132.0,0.6641189,397.0,164.0,0.80281407,396.0,158.0,0.795694,522.0,166.0,0.42300463,523.0,163.0,0.42754194,0,Bhujangasana
Bhujangasana/23-0.png,23.0,57.0,0.8512091,33.0,46.0,0.8340811,32.0,46.0,0.8262731,70.0,59.0,0.9027682,67.0,58.0,0.71065533,103.0,128.0,0.8403584,98.0,116.0,0.6528202,160.0,237.0,0.9263807,143.0,210.0,0.5156779,75.0,290.0,0.8236239,83.0,255.0,0.91109014,201.0,254.0,0.87752104,196.0,230.0,0.67373216,352.0,277.0,0.9175199,335.0,248.0,0.8745208,426.0,269.0,0.33280435,427.0,247.0,0.41309687,0,Bhujangasana
Bhujangasana/28-0.png,167.0,36.0,0.6793771,184.0,34.0,0.6802572,182.0,34.0,0.71324384,206.0,60.0,0.7378244,202.0,63.0,0.6831132,194.0,133.0,0.62811023,188.0,136.0,0.7229694,136.0,263.0,0.6249549,136.0,264.0,0.70015895,87.0,365.0,0.5735822,88.0,362.0,0.82793915,284.0,340.0,0.90796024,284.0,335.0,0.83450484,451.0,366.0,0.6232021,452.0,353.0,0.60383487,604.0,361.0,0.5634557,594.0,354.0,0.600883,0,Bhujangasana
Bhujangasana/3-0.png,43.0,22.0,0.7478958,64.0,26.0,0.64069444,63.0,24.0,0.8757518,78.0,72.0,0.80544156,77.0,68.0,0.77794707,55.0,149.0,0.8652384,73.0,140.0,0.769764,74.0,300.0,0.85903853,81.0,269.0,0.66840166,98.0,424.0,0.7850786,106.0,396.0,0.6958556,163.0,314.0,0.8893513,167.0,304.0,0.8071092,351.0,377.0,0.8882595,353.0,370.0,0.83909345,540.0,399.0,0.7858536,527.0,390.0,0.84568655,0,Bhujangasana
Bhujangasana/30-0.png,132.0,-1.0,0.6623489,147.0,8.0,0.60769296,145.0,6.0,0.75600064,142.0,46.0,0.90994585,139.0,42.0,0.7666025,113.0,90.0,0.8756295,65.0,80.0,0.71686906,111.0,217.0,0.85392725,50.0,204.0,0.7742479,122.0,324.0,0.89439476,48.0,298.0,0.63967144,159.0,265.0,0.9125541,135.0,264.0,0.53719735,309.0,297.0,0.8413849,278.0,282.0,0.7132727,458.0,306.0,0.78578705,403.0,284.0,0.4520182,0,Bhujangasana
Bhujangasana/32-0.png,390.0,61.0,0.8649918,392.0,46.0,0.7750863,364.0,49.0,0.66313064,384.0,58.0,0.5863224,324.0,80.0,0.83274,415.0,162.0,0.7279227,266.0,145.0,0.82834023,388.0,276.0,0.8440757,215.0,287.0,0.48471895,447.0,291.0,0.65367275,300.0,307.0,0.9064523,252.0,251.0,0.55213714,185.0,240.0,0.62072265,139.0,244.0,0.39656827,109.0,248.0,0.30304906,89.0,231.0,0.2860437,79.0,232.0,0.12268147,0,Bhujangasana
Bhujangasana/33-0.png,468.0,41.0,0.6669954,456.0,35.0,0.8971527,457.0,36.0,0.813345,432.0,49.0,0.76572615,430.0,51.0,0.7132579,410.0,99.0,0.8912764,408.0,106.0,0.81374097,387.0,179.0,0.39973193,386.0,201.0,0.9543938,437.0,203.0,0.83514893,454.0,240.0,0.7899307,327.0,186.0,0.8258101,329.0,201.0,0.74700564,196.0,200.0,0.82124305,188.0,213.0,0.77231973,151.0,201.0,0.21030526,152.0,209.0,0.11613676,0,Bhujangasana
Bhujangasana/34-0.png,121.0,13.0,0.70175016,138.0,15.0,0.8800958,134.0,11.0,0.61872303,153.0,46.0,0.89494455,150.0,41.0,0.8005133,135.0,85.0,0.84926975,147.0,83.0,0.66734064,95.0,181.0,0.84559786,115.0,166.0,0.65503126,60.0,256.0,0.8486224,89.0,223.0,0.7079491,209.0,219.0,0.93825173,211.0,202.0,0.7621306,337.0,243.0,0.8416593,337.0,224.0,0.77646136,450.0,236.0,0.7361381,446.0,225.0,0.8495487,0,Bhujangasana
Bhujangasana/35-0.png,342.0,42.0,0.7979092,355.0,33.0,0.8281977,336.0,31.0,0.87465227,373.0,41.0,0.93177855,332.0,36.0,0.86792296,358.0,80.0,0.6994827,320.0,76.0,0.8336067,328.0,155.0,0.6200714,319.0,162.0,0.78877527,349.0,197.0,0.66831625,355.0,234.0,0.8511737,286.0,177.0,0.83812666,276.0,186.0,0.8319954,177.0,194.0,0.8687525,158.0,217.0,0.87938285,89.0,194.0,0.89934564,42.0,217.0,0.82808125,0,Bhujangasana
Bhujangasana/37-0.png,428.0,-5.0,0.71233296,416.0,-2.0,0.5147484,416.0,-2.0,0.52543384,418.0,27.0,0.7698141,419.0,28.0,0.67828727,445.0,68.0,0.9604536,452.0,66.0,0.9606066,448.0,177.0,0.5244995,462.0,183.0,0.9223284,532.0,243.0,0.8392391,545.0,247.0,0.80718344,384.0,218.0,0.9022236,388.0,221.0,0.8797105,213.0,220.0,0.6930505,210.0,230.0,0.7285569,100.0,223.0,0.32768983,96.0,226.0,0.26349112,0,Bhujangasana
Bhujangasana/38-0.png,24.0,45.0,0.69505394,39.0,39.0,0.75862217,40.0,39.0,0.67234063,81.0,78.0,0.8981043,80.0,74.0,0.88350266,119.0,167.0,0.6472831,120.0,145.0,0.80894333,234.0,283.0,0.8926219,213.0,252.0,0.4567183,143.0,376.0,0.8430964,155.0,331.0,0.5165317,312.0,298.0,0.8278838,305.0,278.0,0.69807684,539.0,320.0,0.8082922,517.0,298.0,0.7386683,676.0,306.0,0.22731602,674.0,300.0,0.24203481,0,Bhujangasana
Bhujangasana/4-0.png,22.0,37.0,0.8095933,32.0,31.0,0.72210944,31.0,31.0,0.7370576,60.0,49.0,0.84154284,58.0,49.0,0.74531424,65.0,125.0,0.6716586,70.0,123.0,0.925809,66.0,244.0,0.81048846,66.0,241.0,0.782592,51.0,337.0,0.83120674,58.0,315.0,0.6459454,139.0,282.0,0.9235162,141.0,276.0,0.8217706,287.0,316.0,0.9051212,285.0,304.0,0.8080336,452.0,335.0,0.83287865,433.0,307.0,0.81476504,0,Bhujangasana
Bhujangasana/40-0.png,774.0,57.0,0.64166176,754.0,50.0,0.810425,755.0,49.0,0.70972055,714.0,75.0,0.8768272,713.0,77.0,0.8747557,699.0,169.0,0.7117493,693.0,181.0,0.9087671,690.0,341.0,0.7134873,687.0,348.0,0.9411383,693.0,463.0,0.79028225,697.0,487.0,0.8536197,617.0,381.0,0.82790744,619.0,389.0,0.9240054,382.0,454.0,0.80847895,377.0,477.0,0.74439067,174.0,448.0,0.68500614,133.0,476.0,0.86250913,0,Bhujangasana
Bhujangasana/41-0.png,236.0,78.0,0.8878529,255.0,60.0,0.8522286,246.0,60.0,0.8494853,311.0,74.0,0.75840545,297.0,71.0,0.8352413,353.0,180.0,0.82902193,272.0,170.0,0.9081699,289.0,344.0,0.9130867,205.0,312.0,0.871934,162.0,444.0,0.96627766,104.0,399.0,0.868153,440.0,375.0,0.9120781,416.0,359.0,0.73563194,644.0,393.0,0.9239068,622.0,370.0,0.9006464,797.0,378.0,0.8473135,784.0,367.0,0.83897346,0,Bhujangasana
Bhujangasana/42-0.png,500.0,21.0,0.6175451,488.0,20.0,0.69714975,486.0,21.0,0.75853294,476.0,50.0,0.82680416,475.0,54.0,0.8814056,479.0,95.0,0.9121129,514.0,96.0,0.9224298,478.0,201.0,0.44749674,518.0,214.0,0.8827437,510.0,299.0,0.4015447,533.0,314.0,0.7868201,378.0,243.0,0.897806,386.0,254.0,0.8208662,240.0,287.0,0.8338164,238.0,301.0,0.7368257,101.0,286.0,0.6697769,99.0,295.0,0.60415936,0,Bhujangasana
Bhujangasana/44-0.png,453.0,34.0,0.5244651,443.0,26.0,0.76983255,444.0,26.0,0.7723532,418.0,40.0,0.83016294,419.0,40.0,0.8673867,393.0,86.0,0.6333865,402.0,99.0,0.8353793,415.0,178.0,0.64450216,422.0,197.0,0.8664582,488.0,178.0,0.60012424,504.0,201.0,0.6781626,271.0,150.0,0.86997527,269.0,163.0,0.84005,157.0,163.0,0.85953224,154.0,170.0,0.74819404,38.0,155.0,0.7345122,28.0,163.0,0.5169218,0,Bhujangasana
Bhujangasana/45-0.png,530.0,12.0,0.7506232,515.0,11.0,0.6656902,513.0,12.0,0.736673,497.0,39.0,0.8263571,496.0,43.0,0.84601045,506.0,97.0,0.80965215,515.0,96.0,0.68208265,505.0,217.0,0.6299443,520.0,222.0,0.9275972,546.0,312.0,0.74911124,561.0,325.0,0.7813082,449.0,268.0,0.880439,462.0,273.0,0.88690126,276.0,299.0,0.8868028,270.0,313.0,0.76045334,104.0,297.0,0.76925087,70.0,319.0,0.7315236,0,Bhujangasana
Bhujangasana/46-0.png,153.0,0.0,0.55741787,164.0,8.0,0.6299509,163.0,7.0,0.5440487,152.0,44.0,0.73478043,152.0,42.0,0.79276186,111.0,84.0,0.8628457,128.0,77.0,0.90007997,88.0,182.0,0.9429728,108.0,152.0,0.5427519,55.0,266.0,0.94815975,81.0,221.0,0.4978848,182.0,215.0,0.88872707,186.0,186.0,0.656842,317.0,233.0,0.823621,306.0,208.0,0.84215873,423.0,230.0,0.7368643,417.0,213.0,0.6600299,0,Bhujangasana
Bhujangasana/47-0.png,299.0,20.0,0.77930427,287.0,18.0,0.6731045,287.0,19.0,0.8124221,277.0,41.0,0.77472425,276.0,43.0,0.731603,284.0,81.0,0.88763005,288.0,84.0,0.7234571,283.0,164.0,0.52941334,294.0,172.0,0.7978895,304.0,227.0,0.60625696,322.0,239.0,0.87677324,242.0,199.0,0.7450925,247.0,207.0,0.86866796,117.0,223.0,0.8426608,116.0,229.0,0.79724836,2.0,225.0,0.5385317,0.0,227.0,0.4772562,0,Bhujangasana
Bhujangasana/49-0.png,544.0,46.0,0.55935156,539.0,39.0,0.58112895,539.0,40.0,0.7129724,512.0,47.0,0.6707586,513.0,49.0,0.85041195,460.0,64.0,0.6815512,478.0,78.0,0.70287037,386.0,81.0,0.5996093,383.0,100.0,0.6032798,437.0,129.0,0.29168943,435.0,144.0,0.6962702,331.0,110.0,0.8105941,330.0,121.0,0.7000321,208.0,122.0,0.80869216,203.0,136.0,0.67672807,80.0,121.0,0.65098315,62.0,134.0,0.79354227,0,Bhujangasana
Bhujangasana/5-0.png,529.0,14.0,0.7786156,513.0,11.0,0.8270854,514.0,13.0,0.882575,499.0,45.0,0.7115915,502.0,45.0,0.82224417,508.0,102.0,0.89523435,543.0,99.0,0.88250947,496.0,224.0,0.62584984,530.0,234.0,0.8662337,491.0,333.0,0.6188055,506.0,344.0,0.803983,432.0,275.0,0.8706752,447.0,287.0,0.86015177,262.0,321.0,0.76570994,266.0,331.0,0.545699,85.0,320.0,0.6703509,57.0,338.0,0.8225757,0,Bhujangasana
Bhujangasana/50-0.png,363.0,0.0,0.52546716,374.0,9.0,0.48277304,376.0,10.0,0.4066294,350.0,46.0,0.7852226,350.0,47.0,0.7884822,269.0,92.0,0.6403023,278.0,88.0,0.87914526,212.0,252.0,0.62362075,228.0,254.0,0.7438997,149.0,397.0,0.7517477,163.0,389.0,0.5194398,289.0,334.0,0.8857638,292.0,333.0,0.8688009,521.0,375.0,0.73499155,522.0,373.0,0.7093919,739.0,371.0,0.64829826,736.0,371.0,0.52986145,0,Bhujangasana
Bhujangasana/53-0.png,129.0,49.0,0.6448319,140.0,37.0,0.5585843,139.0,36.0,0.79067564,176.0,48.0,0.6967958,175.0,46.0,0.87599015,189.0,128.0,0.79541165,171.0,117.0,0.7458267,133.0,251.0,0.7528101,113.0,227.0,0.5874453,48.0,330.0,0.94745433,51.0,291.0,0.72577137,264.0,293.0,0.92284524,257.0,273.0,0.6913735,444.0,318.0,0.8361382,432.0,289.0,0.8528057,571.0,302.0,0.28388953,562.0,283.0,0.7615269,0,Bhujangasana
